	key	Page Links	Titles	Gender	IsDeleted
193	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Adelina_Domingues	Adelina Domingues	Female	False
194	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/The_Applicant	The Applicant	Male	False
195	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Billy_Ciancaglini	Billy Ciancaglini	Male	False
196	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Melissa_Murray_Bailey	Melissa Murray Bailey	Female	False
197	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/w/index.php?title=William_Cussans&action=edit&redlink=1	William Cussans (page does not exist)	Unknown	True
198	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Alexander_Kabakov	Alexander Kabakov	Male	False
199	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Intelligent_computer_network	Intelligent computer network	Unknown	False
200	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/w/index.php?title=CEOWORLD_magazine&action=edit&redlink=1	CEOWORLD magazine (page does not exist)	Unknown	True
201	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Ibrahim_al-Mujab	Ibrahim al-Mujab	Male	False
202	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Ronilo_Cervantes_Jr.	Ronilo Cervantes Jr.	Unknown	False
203	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Keyun_Ruan	Keyun Ruan	Female	False
204	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Bing_Predicts	Bing Predicts	Male	False
205	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Ben_Hutchings	Ben Hutchings	Male	False
206	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Diana_Babar	Diana Babar	Female	False
207	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/MSA_Capital	MSA Capital	Unknown	False
208	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/2019_Indian_heat_wave	2019 Indian heat wave	Male	False
209	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Kathmandu_Tribune	Kathmandu Tribune	Unknown	False
210	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Edward_Kelly_(fighter)	Edward Kelly (fighter)	Male	False
211	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Barbara_Garcia	Barbara Garcia	Female	False
212	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Twin_sort_algorithm	Twin sort algorithm	Unknown	False
213	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Arun_Budhathoki	Arun Budhathoki	Male	False
214	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/AirSwap	AirSwap	Unknown	False
215	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Music_Promo_Today	Music Promo Today	Unknown	False
216	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Jay_Steinfeld	Jay Steinfeld	Male	False
217	Wikipedia:Articles for deletion/Log/2019 June 4	https://en.wikipedia.org/wiki/Gold-collar_worker	Gold-collar worker	Male	False
218	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Mark_Chambers_(Mayor_of_Carbon_Hill,_Alabama)	Mark Chambers (Mayor of Carbon Hill, Alabama)	Male	False
219	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Craig_Call_Black	Craig Call Black	Male	False
220	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Keigo_Moriyasu	Keigo Moriyasu	Male	False
221	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Amir_Yusuf_Pohan	Amir Yusuf Pohan	Male	False
222	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Laurie_Zimmer	Laurie Zimmer	Female	False
223	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Sandeep_Tandon	Sandeep Tandon	Male	False
224	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Institute_of_Software_Engineers	Institute of Software Engineers	Unknown	False
225	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Kayden_Boche	Kayden Boche	Male	False
226	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Adam_Zwig	Adam Zwig	Male	False
227	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Allie_Teilz	Allie Teilz	Female	False
228	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/w/index.php?title=Protegent_360&action=edit&redlink=1	Protegent 360 (page does not exist)	Unknown	True
229	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/NCAA_Division_I_Baseball_Championships_recent_history	NCAA Division I Baseball Championships recent history	Unknown	False
230	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Colorado_MahlerFest	Colorado MahlerFest	Male	False
231	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/XJW_Friends	XJW Friends	Female	False
232	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Killian_Coiffier	Killian Coiffier	Male	False
233	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Virginia_Crosbie	Virginia Crosbie	Female	False
234	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Amirsalar_Davoudi	Amirsalar Davoudi	Male	False
235	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Nadix	Nadix	Male	False
236	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Coast_to_Coast_Group	Coast to Coast Group	Unknown	False
237	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Caroline_Drewett	Caroline Drewett	Female	False
238	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Peter_Fletcher_(musician)	Peter Fletcher (musician)	Male	False
239	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Driver_Drive_Faster	Driver Drive Faster	Unknown	False
240	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Eatigo	Eatigo	Unknown	False
241	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/AC-DC_(song)	AC-DC (song)	Female	False
242	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Lament_Records	Lament Records	Male	False
243	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Gordy_Bunch	Gordy Bunch	Male	False
244	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Maria_Maurigi	Maria Maurigi	Female	False
245	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Jean_Orry	Jean Orry	Male	False
246	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/National_Informatics_Centre_Services_Incorporated	National Informatics Centre Services Incorporated	Unknown	False
247	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Pixel_Corps	Pixel Corps	Unknown	False
248	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Dragon_(programming_language)	Dragon (programming language)	Unknown	False
249	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/SIGSIM	SIGSIM	Unknown	False
250	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/University_of_Computer_Studies_(Maubin)	University of Computer Studies (Maubin)	Unknown	False
251	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Swop	Swop	Unknown	False
252	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Shari_Cantor	Shari Cantor	Unknown	False
253	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Context-aware_network	Context-aware network	Unknown	False
254	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/List_of_ACM-W_Celebrations	List of ACM-W Celebrations	Female	False
255	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/BlogTV	BlogTV	Male	False
256	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Phillip_Stackhouse	Phillip Stackhouse	Male	False
257	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Edmund_Reggie	Edmund Reggie	Male	False
258	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Whoopee_Camp	Whoopee Camp	Male	False
259	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Lee_Sang-baek	Lee Sang-baek	Male	False
260	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport_Terminal_2	Mactan-Cebu International Airport Terminal 2	Unknown	False
261	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Adrian_Justinussen	Adrian Justinussen	Male	False
262	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Ushuaia_Rocks!	Ushuaia Rocks!	Unknown	False
263	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Adele_Uddo	Adele Uddo	Female	False
264	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/This_Is_Not_a_Crocodile_Tear	This Is Not a Crocodile Tear	Male	False
265	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/The_Game_(1991_film)	The Game (1991 film)	Unknown	False
266	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/XBIZ_Award_for_Foreign_Female_Performer_of_the_Year	XBIZ Award for Foreign Female Performer of the Year	Female	False
267	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Death_of_Yasin_B%C3%B6r%C3%BC	Death of Yasin Börü	Unknown	False
268	Wikipedia:Articles for deletion/Log/2019 June 5	https://en.wikipedia.org/wiki/Adventist_Health_Castle	Adventist Health Castle	Female	False
269	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Kiam_Wanesse	Kiam Wanesse	Male	False
270	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Amber_Gristak	Amber Gristak	Unknown	False
271	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Optrint	Optrint	Unknown	False
272	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/R%C3%AAve_d%27%C3%A9tain	Rêve d'étain	Female	False
273	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Aiden_Jude	Aiden Jude	Male	False
274	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Aaron_Fox_(musicologist)	Aaron Fox (musicologist)	Male	False
275	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mentat	Mentat	Male	False
276	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Lucas_Pos	Lucas Pos	Male	False
277	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Nanda_Kumar_Jayakumar	Nanda Kumar Jayakumar	Male	False
278	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/List_of_people_with_the_longest_marriages	List of people with the longest marriages	Unknown	False
279	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/GO-ESSP	GO-ESSP	Unknown	False
280	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Denis_Marti	Denis Marti	Male	False
281	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Health_of_Donald_Trump	Health of Donald Trump	Male	False
282	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Tripper_(chess)	Tripper (chess)	Unknown	False
283	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/List_of_Nickelodeon_animated_shows	List of Nickelodeon animated shows	Unknown	False
284	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Ulink_College	Ulink College	Female	False
285	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Narendra_Babu_Sharma	Narendra Babu Sharma	Male	False
286	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Vaidyanatha_Dikshita	Vaidyanatha Dikshita	Male	False
287	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Brahma_Gopal_Bhadury	Brahma Gopal Bhadury	Male	False
288	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sons_of_Nero	Sons of Nero	Male	False
289	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Baba_Sangat_Singh	Baba Sangat Singh	Male	False
290	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Patrick_Thomas_(graphic_artist)	Patrick Thomas (graphic artist)	Male	False
291	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mere_(footballer)	Mere (footballer)	Male	False
292	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/42Gears	42Gears	Unknown	False
293	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Youtube_suspensions	Youtube suspensions	Unknown	False
294	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Chartered_Institute_of_Marketing_Ghana	Chartered Institute of Marketing Ghana	Unknown	False
295	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Fred_Luddy	Fred Luddy	Male	False
296	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Capacitygrid	Capacitygrid	Unknown	False
297	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Warda_(film)	Warda (film)	Female	False
298	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mir_Jafar_Awards	Mir Jafar Awards	Unknown	False
299	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sumeet_Singh	Sumeet Singh	Male	False
300	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sebastian_Albrecht	Sebastian Albrecht	Unknown	False
301	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Philip_Lehr	Philip Lehr	Male	False
302	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Z%C3%BBg	Zûg	Male	False
303	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Dementia_screening_test	Dementia screening test	Unknown	False
304	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Y-Zet	Y-Zet	Male	False
305	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sonia_Kapoor	Sonia Kapoor	Female	False
306	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mobarz_Kidifa	Mobarz Kidifa	Male	False
307	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Zlatan_Ibile	Zlatan Ibile	Male	False
308	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Free_Spirit_World_Tour	Free Spirit World Tour	Male	False
309	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Open_Space_(band)	Open Space (band)	Male	False
310	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/VIMCAS	VIMCAS	Unknown	False
311	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Philanthro_Productions	Philanthro Productions	Male	False
312	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Antec	Antec	Unknown	False
313	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Matthew_Waldman	Matthew Waldman	Female	False
314	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Yuvraaj_Parashar	Yuvraaj Parashar	Male	False
315	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Internet_Citizen%27s_Band	Internet Citizen's Band	Unknown	False
316	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/List_of_FIFA_World_Cup_squads	List of FIFA World Cup squads	Unknown	False
317	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Peace_(The_Cult_album)	Peace (The Cult album)	Unknown	False
318	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Ian_Donald_Cochrane_Hopkins	Ian Donald Cochrane Hopkins	Male	False
319	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Medical_model_of_autism	Medical model of autism	Female	False
320	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Quantum_Sheep	Quantum Sheep	Female	False
321	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Traingate	Traingate	Male	False
322	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Columbus_Girls_Academy	Columbus Girls Academy	Female	False
323	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Clifton_report	Clifton report	Unknown	False
324	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Gateway_Boys_Academy	Gateway Boys Academy	Male	False
325	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Caribbean_Mountain_Academy	Caribbean Mountain Academy	Unknown	False
326	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/w/index.php?title=Evelyn_Failano_Francisco&action=edit&redlink=1	Evelyn Failano Francisco (page does not exist)	Unknown	True
327	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Endemic_gastronomy	Endemic gastronomy	Male	False
328	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Plane_Crazy_Down_Under	Plane Crazy Down Under	Unknown	False
329	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Jonathan_Woodner_Company	Jonathan Woodner Company	Unknown	False
330	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/ProProfs	ProProfs	Unknown	False
331	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Jeet_Ka_Dum	Jeet Ka Dum	Unknown	False
332	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Voyeurweb	Voyeurweb	Female	False
333	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/SexMex	SexMex	Male	False
334	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Means_TV	Means TV	Unknown	False
335	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Bekaaboo	Bekaaboo	Male	False
336	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Lindsay_Chaney	Lindsay Chaney	Male	False
337	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Fictionmania	Fictionmania	Female	False
338	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Beautiful_Agony	Beautiful Agony	Unknown	False
339	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Nike-Recruit	Nike-Recruit	Unknown	False
340	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Nike-Nike	Nike-Nike	Unknown	False
341	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Nike-Viper	Nike-Viper	Unknown	False
342	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Those_firmly_rooted_in_knowledge	Those firmly rooted in knowledge	Male	False
343	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Danai_Koutra	Danai Koutra	Female	False
344	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/KA_Tun_Azizan	KA Tun Azizan	Female	False
345	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Elijah_San_Fernando	Elijah San Fernando	Male	False
346	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/The_Flaming_Idiots	The Flaming Idiots	Male	False
347	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Steve_Macdonald_(filk_musician)	Steve Macdonald (filk musician)	Male	False
348	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Poxy_Boggards	Poxy Boggards	Unknown	False
349	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Marc_Gunn	Marc Gunn	Male	False
350	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Eric_Forsberg	Eric Forsberg	Male	False
351	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Brobdingnagian_Bards	Brobdingnagian Bards	Male	False
352	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Zach_Halmstad	Zach Halmstad	Male	False
353	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Luba_Pashkovskaya	Luba Pashkovskaya	Female	False
354	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/w/index.php?title=Mazonicism&action=edit&redlink=1	Mazonicism (page does not exist)	Unknown	True
355	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/BookFi	BookFi	Unknown	False
356	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Renaud_Dumora	Renaud Dumora	Male	False
357	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Turkse_chick	Turkse chick	Unknown	False
358	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Trash_Gordon	Trash Gordon	Male	False
359	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/The_Casagrandes_(characters)	The Casagrandes (characters)	Male	False
360	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Buka_Entertainment	Buka Entertainment	Unknown	False
361	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Relode_LLC	Relode LLC	Unknown	False
362	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Albannach_(band)	Albannach (band)	Male	False
363	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Clann_An_Drumma	Clann An Drumma	Male	False
364	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Extended_Versions_(Asia_album)	Extended Versions (Asia album)	Unknown	False
365	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Doug_Richardson	Doug Richardson	Male	False
366	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sowmya_Rao_Nadig	Sowmya Rao Nadig	Female	False
367	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Choke_Creek	Choke Creek	Male	False
368	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Jugal_kalita	Jugal kalita	Unknown	False
369	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Pareshaan_Parinda	Pareshaan Parinda	Female	False
370	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Battle_bag	Battle bag	Unknown	False
371	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Flanco	Flanco	Unknown	False
372	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/WikiIndex	WikiIndex	Male	False
373	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sarileru_Neekevvaru	Sarileru Neekevvaru	Unknown	False
374	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Dynamic_cascading_style_sheets	Dynamic cascading style sheets	Unknown	False
375	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Michael_Gargiulo	Michael Gargiulo	Unknown	False
376	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Timothy_O%27Shea_(business_executive)	Timothy O'Shea (business executive)	Male	False
377	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Peter_Keely	Peter Keely	Male	False
378	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/620_(number)	620 (number)	Unknown	False
379	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Wiley_F._Cox	Wiley F. Cox	Male	False
380	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Carlo_Kemp	Carlo Kemp	Male	False
381	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Penelope_Jean_Hayes	Penelope Jean Hayes	Female	False
382	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Libelle_(toy)	Libelle (toy)	Unknown	False
383	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sgt._MacKenzie	Sgt. MacKenzie	Male	False
384	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Yemi_Davids	Yemi Davids	Male	False
385	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/International_Confederation_of_Labor	International Confederation of Labor	Unknown	False
386	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Natali_Thanou	Natali Thanou	Female	False
387	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Thomas_Walter_Warnes	Thomas Walter Warnes	Male	False
388	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Oskar_Friberg	Oskar Friberg	Male	False
389	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Michael_Ley	Michael Ley	Male	False
390	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Millan_Sachania	Millan Sachania	Male	False
